fecha,departamento,tipo,inmueble,precio,tamaño,dormitorios,titulo,descripcion
2024-03-24,Cochabamba, Venta, Oficina,,150,,Venta Oficinas Torres Del,"VENTA oficinas, Torres del Prado, con 2 parqueos, 4 bauleras, 150 m2, Cel./WP. 75900145, 77457710."
2024-03-24,Cochabamba, Venta, Lote / Terreno,72000,231,,Lote En Venta Zona,"LOTE en venta, zona Candelaria, 231 m2, precio 72.000 $us. Ref. 76548300."
2024-03-24,Cochabamba, Venta, Local Comercial,110000,,,Dueño Vende Tienda Comercial,"DUEñO vende tienda comercial, en edificio, sobre Av. d'Orbigny, Km 4, esquina, 110.000 $us. 77967789."
2024-03-24,Cochabamba, Anticrético, Departamento,,,3,Departamento Anticrético Barrio Marevi,"DEPARTAMENTO anticrético, barrio Marevi (Chimba), 3 dormitorios, gas domiciliario, 2 baños, primer piso. 73034552, 77721765."
2024-03-24,Cochabamba, Alquiler, Oficina,,42,,Alquiler De Oficinas Elegantes,"ALQUILER de oficinas elegantes, con baño privado y parqueo, precios rebajados, entre 23 a 42 m2, ideal para todo tipo de profesionales y consultoras. Ref. 25 de mayo 264 entre Sucre y Bolívar, edificio Franzur. Cel. 70798329."
2024-03-24,Cochabamba, Venta, Casa / Chalet,454000,17,,Casita Como Lote En,CASITA Como lote en venta sobre Av. Circunvalación frente mismo al surtidor Equipetrol fortaleza Superficie 966 m2 Frente: 17 Mts. Precio: 454.000 $us. Ofertable ideal inversionistas constructores gente del rubro comercial inversión segura documentación en orden más referencias Cel/whatsapp...
2024-03-24,Cochabamba, Venta, Departamento,,,2,Vendo Departamento De 2,"VENDO departamento de 2 dormitorios, Av. Villarroel y Ciclovía. Ref. 77905151."
2024-03-24,Cochabamba, Venta, Departamento,,307,4,Departamento En Venta En,"DEPARTAMENTO  En venta en El Mirador, hermoso departamento superficie total 307 m2 jardín privado, 4 dormitorios, terraza, recibidor, sala, cocina amplia totalmente independiente, precio de venta rápida, dólares 180.000. Sin intermediario directo con el propietario Ref.76002662"
2024-03-24,Cochabamba, Venta, Lote / Terreno,,500,,Vendo Lote 500 M2,"VENDO Lote 500 m2 con vivienda luz, Pucara Grande 78336217, 77995090."
2024-03-24,Cochabamba, Alquiler, Departamento,,,2,En Alquiler Departamento Amoblado,"EN ALQUILER departamento amoblado, independiente, 2 dormitorios, próximo a plaza Colón. Cel. 71722097."
2024-03-24,Cochabamba, Alquiler, Oficina,,120,,En Alquiler Para Oficinas,"EN ALQUILER para oficinas, amplio departamento 120 m2, próximo a plaza Colón. Cel. 71722097."
2024-03-24,Cochabamba, Alquiler, Local Comercial,,100,,En Alquiler Amplio Local,"EN ALQUILER amplio local comercial, 2 ambientes, 100 m2, baño privado, sobre la calle, próximo a plaza Colón. Ref. Cel. 71722097."
2024-03-24,Cochabamba, Alquiler, Habitación,,,4,Alquilo Cuartos Estudiantes Y,"ALQUILO cuartos, estudiantes y departamentos, 3 y 4 dormitorios, cerca Universidad San Simón. Telf. 74778958."
2024-03-24,Cochabamba, Anticrético, Casa / Chalet,,20,,Casa Ideal Para Oficinas,"CASA Ideal para oficinas en anticrético de 660 m2, frontis de 20 metros, de dos plantas ideal para Instituto, Colegio o Clínica; apto para dividir en 2 departamentos. Zona residencial, dirección Calle Javier Baptista a una cuadra de la Circunvalación, inmediaciones del nuevo Hipermaxi. Ref. al..."
2024-03-24,Cochabamba, Venta, Departamento,85000,121,2,Departamento En Venta 121,"DEPARTAMENTO  En venta 121 m2: 1 suite, 2 dormitorios, 3 balcones (norte, este y oeste), cocina cerrada, parqueo y baulera. 85.000 $us. Con opción a segundo parqueo. WhatsApp dueño: 70759918"
2024-03-24,Cochabamba, Venta, Departamento,,,4,Penthouse En Venta A,"PENTHOUSE  En venta a estrenar, 4 dormitorios, 2 parqueos, Zona distribuidor Beijing, papeles al día se acepta financiamiento bancario, vehículos o lotes como parte de pago 77966550"
2024-03-24,Cochabamba, Venta, Departamento,,,3,Propietaria Vende Departamento A,"PROPIETARIA  Vende departamento, a estrenar, zona Hipódromo, 3 dormitorios. Papeles al día, Se acepta financiamiento bancario. 77966550"
2024-03-24,Cochabamba, Alquiler, Casa / Chalet,500,,4,Circunvalacion Este Km 4,"CIRCUNVALACION ESTE Km 4 $500 hermosa casa en condominio con 4 dormitorios, escritorio, terraza, jardín, garaje. Informaciones 70313588 vendohogar"
2024-03-24,Cochabamba, Alquiler, Casa / Chalet,300,,,Plaza Quintanilla Papapaulo Casa,"PLAZA QUINTANILLA Papapaulo Casa 2 plantas 7 ambientes, 4 baños, para empresas, exposiciones 1300 $us 77404700"
2024-03-24,Cochabamba, Alquiler, Departamento,900,200,2,Propietario Alquila Elegante Departamento,"PROPIETARIO Alquila elegante departamento, panorámico amoblado 200 m2, sobre el parque Fidel Anze, suite con baño, vestidor y balcón, 2 dormitorios, 3 baños, amplio living/comedor, escritorio, cocina /comedor, servicios. Dos parqueos. Piscina atemperada, parrillero, salón fiestas. $us 900 (6.300 Bs..."
2024-03-24,Cochabamba, Alquiler, Departamento,30,,,Departamento En Alquiler De,"DEPARTAMENTO  En alquiler de dos habitaciones una con baño privado, sala, comedor, cocina, área de lavado, incluye parqueo y expensas a Bs. 2100. Zona Cruce Taquiña, 76407559"
2024-03-24,Cochabamba, Alquiler, Departamento,171,,3,Sobre Av Panamericana Loreto,"SOBRE AV. PANAMERICANA  (Loreto) en dos plantas alquilo Bs 1200 (Anticrético), 3 dormitorios, sala, cocina, baño, garaje. Referencias 75485432"
2024-03-24,Cochabamba, Anticrético, Departamento,,180,3,America Gym Premier Anticretico,AMERICA GYM PREMIER Anticretico Departamento de Lujo 180m2 3 Dormitorios Dependencias Garaje 70713189 vendohogar
2024-03-24,Cochabamba, Venta, Casa / Chalet,,355,,De Ocasion Casa Comercial,"DE OCASION Casa comercial en venta, zona mercado campesino villa Venezuela 355 m2 papeles al día 67673681, 4305520."
2024-03-24,Cochabamba, Venta, Casa / Chalet,245000,500,3,Linda Casa 500 M2,LINDA Casa 500 m2 cerca Colegio Isaac Attie Final América Oeste 3 dormitorios escritorio dependencias árboles frutales 245.000 $us. 72275744
2024-03-24,Cochabamba, Venta, Casa / Chalet,220000,,2,Estrene Hermosa Casa Circunvalación,ESTRENE Hermosa casa Circunvalación cerca Calampampa 2 suites 2 dormitorios escritorio dependencias churrasquero jardín 220.000 $us. 72275744
2024-03-24,Cochabamba, Venta, Casa / Chalet,470000,,2,De Lujo Hermosa Casa,DE LUJO Hermosa casa cerca Villarroel UNIFRANZ 2 suites 2 dormitorios dependencias departamento auxiliar churrasquero hermoso jardín 470.000 $us. 72275744
2024-03-24,Cochabamba, Venta, Casa / Chalet,52,,,$us 52 000 Casita,"$US 52.000 casita sencilla, tipo medias aguas, de 2 plantas, a 2 cuadras de la avenida Petrolera, Km 5, papeles en orden, cualquier información. 72632678."
2024-03-24,Cochabamba, Venta, Casa / Chalet,000,354,3,350 000 $us Cerca,"350.000 $US cerca Prado, bonita casa, 354 m2, 3 dormitorios, auxiliar, bonito jardín, parrillero. 70361700."
2024-03-24,Cochabamba, Venta, Casa / Chalet,510000,370,,Cancha Calatayud Aroma Oeste,"CANCHA CALATAYUD Aroma oeste, casa comercial, 370 m2, 3 departamentos, locales, 510.000 $us (Surtidor). 70361700."
2024-03-24,Cochabamba, Venta, Casa / Chalet,000,400,3,295 000 $us San,"295.000 $US San Carlos, República, casa comercial, 400 m2, 3 dormitorios, 5 habitaciones locales. 70361700."
2024-03-24,Cochabamba, Venta, Casa / Chalet,680,700,,Heroinas Tumusla Casa 700,"HEROINAS, TUMUSLA casa 700 m2, para instituciones, oficinas o para edificio, 680 $us/m2. 70361700."
2024-03-24,Cochabamba, Venta, Casa / Chalet,150000,377,,Casa 2 Pisos Con,"CASA (2 pisos), con 2 departamentos, 1 garzonier y cuartos, 377 m2 construidos, patio, 2 garajes (3 movilidades), ideal para 2 familias, zona avenida Simón López y Mercado 10 de Febrero, $us 150.000, opción financiamiento. Ref. 70750950."
2024-03-24,Cochabamba, Venta, Casa / Chalet,000,,3,74 000 $us Casa,"74.000 $US casa medias aguas, 3 dormitorios, cocina, sobre calle asfaltada, Quillacollo, zona fábrica, Manaco. 75967908."
2024-03-24,Cochabamba, Venta, Casa / Chalet,85000,40,4,Casa En Venta 85,"CASA en venta, 85.000 $us, charlable, cerca a Tiquipaya, próximo a colegio 4 Canchas, deportivas, consta de un departamento, con 4 dormitorios, más tienda y construcción auxiliar, de 57.40 m2, todos los servicios, referencias: 77492361."
2024-03-24,Cochabamba, Venta, Casa / Chalet,,481,,Gran Oferta Casa Como,GRAN OFERTA Casa como lote 481 m2 próximo hospital Viedma sobre Av. Anicero Arce 75913011.
2024-03-24,Cochabamba, Venta, Casa / Chalet,404000,320,,Dueño Vende Amplia Casa,"DUEñO vende amplia casa, 15 ambientes, 320 m2 construidos, 1021 m2 de terreno, Km 6.5, Blanco Galindo, Urb. Copesa, todos los servicios, a 2 cuadras de SEGIP y 6 de Medicina, UNITEPC, avalúo en 404.000 $us, oferta, 390.000, charlable, contacto. 62608459, 75930632."
2024-03-24,Cochabamba, Venta, Casa / Chalet,225000,423,,Vendo Hermosa Casa 423,"VENDO Hermosa casa 423 m2. 225.000 $us. zona norte, papeles al dìa. Whatsapp 78355763"
2024-03-24,Cochabamba, Venta, Casa / Chalet,,,4,DueÑo Vende Hermoso Chalet,DUEÑO Vende hermoso chalet con todas las comodidades 4 dormitorios 2 suites cocina amplia mesones de mármol con cajonería alta y baja churrasquero y muchas mas comodidades cerca Hipermaxi de la Villazón paralela calle Ch. Hermosa vista al Cristo Ref. Cel. 72713083
2024-03-24,Cochabamba, Venta, Casa / Chalet,,450,,Urgente Vendo Casa Como,"URGENTE Vendo casa como lote 450 m2, Calle Alto de la Alianza, Chimba a una Cuadra Blanco Galindo Km.1, Telf. 4442067, 72735385."
2024-03-24,Cochabamba, Venta, Casa / Chalet,155000,150,,Vendo Hermoso Chalet Cala,"VENDO Hermoso chalet Cala Cala a 3 cuadras Hipermaxi (Circunvalación) en condominio 150 m2 construidos $us. 155.000. Cel. 70727049, 76918657."
2024-03-24,Cochabamba, Venta, Casa / Chalet,280000,,,Urgente Vendo Casa Con,"URGENTE Vendo casa con 4 departamentos, 2 tiendas nuevas $us 280.000, zona central Sacaba 75913011."
2024-03-24,Cochabamba, Venta, Casa / Chalet,454000,17,,Circunvalacion Oeste Frente Mismo,CIRCUNVALACION OESTE  Frente mismo al surtidor Equipetrol Fortaleza sobre avenida casa como lote en venta Superficie terreno 966 m2 frente 17 mts. Precio 454.000 $us ofertable documentación en orden ideal inversionistas constructores etc. Referencias 77994624 Whatsapp
2024-03-24,Cochabamba, Venta, Casa / Chalet,173000,440,,Vendo Con Tinglado $us,VENDO Con tinglado $us. 173.000 superficie lote 440 m2 zona Cruce Taquiña acepto financiamiento bancario 70370396
2024-03-24,Cochabamba, Venta, Casa / Chalet,,,4,Chalet A Estrenar Final,"CHALET a estrenar, final d'Orbigny oeste, 4 dormitorios, acabados de primera. Ref. 71735714."
2024-03-24,Cochabamba, Venta, Casa / Chalet,137000,,3,Vendo Hermosa Casa Minimalista,"VENDO hermosa casa minimalista, para estrenar, 3 plantas, 1 suite, 3 dormitorios, roperos empotrados, 1 suite, 3 dormitorios, roperos empotrados, cocina equipada, living comedor, 3 baños, terraza, garaje, parrillero, jardín, $us 137.000, zona Coña Coña, referencias: 77421200."
2024-03-24,Cochabamba, Venta, Casa / Chalet,350000,398,,Avenida Siglo Xx Cerca,AVENIDA SIGLO XX  Cerca Mercado Campesino vivienda comercial en venta con tiendas comerciales +2 departamentos amplios servicios instalados excelente ubicación superficie terreno 150 m2 construcción 398 Mts Precio 350.000 $us. Ofertable entrega inmediata Referencias 77994624 Whatsapp
2024-03-24,Cochabamba, Venta, Casa / Chalet,145000,300,,Casa En Venta A,"CASA en venta, a estrenar, Av. Circunvalación, 3 Min. del SEGIP, precio 145.000 $us, precio charlable, terreno 300 m2, construcción 204 m2, documentos al día, sin intermediarios. Telf. 76981627."
2024-03-24,Cochabamba, Venta, Casa / Chalet,148,,2,Casa Condominio $us 148,"CASA CONDOMINIO $us 148.000, Temporal, Cala Cala, 1 suite, 2 dormitorios, baño Fam. + visitas, estar, jardín + patio interior (parrillero), Dep. empleada, 2 parqueos. 70719544."
2024-03-24,Cochabamba, Venta, Casa / Chalet,275000,489,,Casa Av Aroma $us,"CASA Av. Aroma, $us 275.000, 489 m2, (zona Frutillar), cómoda, amplia, jardín, hermoso, horno barro, parrillero + departamento auxiliar, garaje eléctrico. 70719544."
2024-03-24,Cochabamba, Venta, Casa / Chalet,185000,,2,Se Vende Bonita Casa,"SE VENDE Bonita casa en condominio, de 3 niveles, 1 master suite, 1 suite, 2 dormitorios, con todas las dependencias, 3 garajes, jardín con parrillero. Zona Sarco. Precio $us 185.000 conversable. Celular 77925426."
2024-03-24,Cochabamba, Venta, Casa / Chalet,,240,5,Preciosa Casa En Venta,"PRECIOSA Casa en venta de 5 dormitorios - Condominio Cerrado, Zona Linde a pasos de la Av. Benjo Cruz. Superficie Terreno: 240 m2, Superficie Construcción: 240 m2, Precio 167.000 dólares. Planta baja: Living con chimenea a gas, comedor, amplia cocina con cajonería alta-baja y despensa, baño de..."
2024-03-24,Cochabamba, Venta, Departamento,,83,2,Remate Departamento 83 Mts2,"REMATE Departamento 83 mts2 a 40 mil dólares. Km 2 1/2 salida a Sacaba, a 6 cuadras de Hipermaxi. 2 dormitorios living – comedor, cocina, lavandería 77412631"
2024-03-24,Cochabamba, Venta, Departamento,40000,,1,Venta Departamentos Planta Baja,"VENTA Departamentos Planta Baja, 1 dormitorio, living-comedor, cocina, patio amplio, $us 40.000 - 1 dormitorio, 7mo piso, $us 38.000 - 2 dormitorios, living comedor, cocina, baño, patio servicio $us 49.500 - 3 dormitorios, living comedor, cocina, 2 baños, patio servicio, $us 68.500 - cerca IC Norte..."
2024-03-24,Cochabamba, Venta, Departamento,90000,,3,Cala Cala Estadium Departamento,"CALA CALA - ESTADIUM departamento en venta, de 3 dormitorios, con garaje, todo en orden, $us 90.000 o en Bolivianos. Telf. 71480778, 71760808."
2024-03-24,Cochabamba, Venta, Departamento,,,2,Calle Tarija Propietario Vende,"CALLE TARIJA propietario vende departamento, 2 dormitorios, garaje, whatsapp. 71237707."
2024-03-24,Cochabamba, Venta, Departamento,000,,2,60 000 $us Ocasión,"60.000 $US ocasión, Libertador norte, bonito, departamento, soleado, buena vista, 2 dormitorios, con garaje. 70361700."
2024-03-24,Cochabamba, Venta, Departamento,80000,,3,Departamento 3 Dormitorios 2,"DEPARTAMENTO 3 dormitorios, 2 baños, garaje, baulera, zona mercado 10 de febrero, 80.000 $us. 75967908."
2024-03-24,Cochabamba, Venta, Departamento,,81,2,Vendo Departamento 2 Dormitorios,"VENDO departamento, 2 dormitorios, 81 m2, parqueo y baulera, zona Muyurina. Ref. 79759464."
2024-03-24,Cochabamba, Venta, Departamento,,,4,Excelente Ubicacion Departamento Duplex,EXCELENTE UBICACION Departamento duplex 4 dormitorios dependencias 2 parqueos próximo plazuela Quintanilla 75913011.
2024-03-24,Cochabamba, Venta, Departamento,85000,,,Departamento En Venta 2,"DEPARTAMENTO en venta, 2 habitaciones, con parqueo, América, Santa Cruz, 85.000 $us, ofertable. Cel. 71461552."
2024-03-24,Cochabamba, Venta, Departamento,100000,,,Departamento En Venta 3,"DEPARTAMENTO en venta, 3 habitaciones, Av. América, Sombrero de Chola, 100.000 $us, ofertable. Cel. 71461552."
2024-03-24,Cochabamba, Venta, Departamento,,,2,Vendo Departamento Edificio Familiar,"VENDO departamento, edificio familiar, una suite, 2 dormitorios, garaje 2 autos y baulera, América oeste. Ref. 4065929, 75489666."
2024-03-24,Cochabamba, Venta, Departamento,72000,,2,Vendo Departamento A Estrenar,"VENDO departamento a estrenar, en edificio Krattos, Av. Beijing y Tadeo Haenke, consta de una suite, 2 dormitorios, parqueo y baulera, $us 72.000. Ref. 67400724."
2024-03-24,Cochabamba, Venta, Departamento,83000,,,Departamento En Venta Sobre,"DEPARTAMENTO en venta, sobre el parque Lincoln, 3 Dor. 3 baños, cocina abierta, sala pequeña, despensa, área de lavandería + garaje y baulera, 83.000 $us. Ref. 64850901, 63939915 (propietarios)."
2024-03-24,Cochabamba, Venta, Departamento,46000,,2,Departamento En Venta 2,"DEPARTAMENTO en venta, 2 dormitorios, 2 baños, sala, cocineta, 46.000 $us. 75312922, 69411333, avenida Salamanca."
2024-03-24,Cochabamba, Venta, Departamento,,,2,Sombrero De Chola Hermoso,"SOMBRERO DE CHOLA Hermoso departamento, 1 suite. 2 dormitorios, garaje, excelente vista, Con financiamiento. 62624601"
2024-03-24,Cochabamba, Venta, Departamento,000,,2,60 000 $us Oferta,"60.000 $US  Oferta templo Cala Cala 2 dormitorios. soleado, vista norte oeste, garaje, financiamiento. 62624601"
2024-03-24,Cochabamba, Venta, Departamento,,,2,America Oeste Venta Facilidades,"AMERICA OESTE Venta facilidades de pago departamento 2 dormitorios comodidades, primer piso. Recibo movilidad o lote parte de pago. Sra Elena 70385109"
2024-03-24,Cochabamba, Venta, Departamento,500,,3,Preventa Monoambientes Desde 15500,"PREVENTA MONOAMBIENTES DESDE 15500 $us, Departamentos 1, 2 y 3 dormitorios, edificio con piscina, sauna, gimnasio. Ubicación residencial Av. América y Gabriel Rene Moreno. Abstenerse inmobiliarias. 63903611"
2024-03-24,Cochabamba, Venta, Departamento,,154,,Parque Fidel Anze $us125000,"PARQUE FIDEL ANZE $US125000 Vendo Espectacular Departamento de Lujo de 154 Mts2, 3 Dormtorios, Living Comedor, Balcones, Dependencias, Garaje, Piscina, Areas Sociales whatsapp 70313588 vendohogar"
2024-03-24,Cochabamba, Venta, Departamento,,,3,America Este Oferta $us99000,"AMERICA ESTE OFERTA $US99000 Vendo Departamento de Lujo 3 Dormitorios Piscina Areas Sociales, informaciones 70713189"
2024-03-24,Cochabamba, Venta, Departamento,,145,3,Avenida Salamanca A Estrenar,"AVENIDA SALAMANCA A ESTRENAR Vendo Departamento 3 Dormitorios, 145 mts, Hermosa Vista Piso 10, Piscina , Areas Sociales, Dolares 119000, 70313588 vendohogar"
2024-03-24,Cochabamba, Venta, Lote / Terreno,,340,,Lote En Venta Zona,"LOTE en venta, zona Chacacollo, sobre Av. Kakerama, 340 m2, a unos pasos al sud, de la Av. Chapare. Telf. 70741358."
2024-03-24,Cochabamba, Venta, Lote / Terreno,263,000,,Km 6 Blanco Galindo,KM 6 BLANCO GALINDO  A media cuadra de la Avenida hermoso lote 4.000 m2 frente 45 m2 ideal para condominio urbanización de casas 263 $us por m2 Todo proyecto 72275744
2024-03-24,Cochabamba, Venta, Lote / Terreno,375000,375,,Av Teofilo Vargas Cala,AV TEOFILO VARGAS  Cala Cala hermoso lote 375 m2 todo proyecto 375.000 $us 72275744
2024-03-24,Cochabamba, Venta, Lote / Terreno,255000,551,,Sarco Hermoso Lote 551,"SARCO Hermoso lote 551 m2 cerca Tadeo Haenke Beijing. Ideal todo proyecto 255.000 $us. Otro lote 491  m2 Sarco pasos América Ideal Edificio 375.000 $us, 72275744"
2024-03-24,Cochabamba, Venta, Lote / Terreno,790,700,,Av Victor Ustariz Lote,AV VICTOR USTARIZ  Lote 1.700 m2 Av Víctor Ustariz pasos Melchor Pérez 790 $us. por m2 Todo proyecto. 72275744
2024-03-24,Cochabamba, Venta, Lote / Terreno,920000,852,,Av Blanco Galindo Km,AV BLANCO GALINDO KM 1.5  Lote 852 m2 frente 17m ideal industria edificio 920.000 $us. 7227574
2024-03-24,Cochabamba, Venta, Lote / Terreno,,08,,Vendo Lote 346 08,"VENDO lote, 346.08 m2, zona Rumy Mayu (Tiquipaya), a mts. Av. Franz Tamayo, altura Km 5, B. Galindo. Cel. 72210920, 67535140."
2024-03-24,Cochabamba, Venta, Lote / Terreno,270,500,,270 $us M2 Capitán,"270 $US M2 Capitán Ustariz, lote 4.500 m2, para condominios, camiones, industrias, luz trifásico, vivienda. 70361700."
2024-03-24,Cochabamba, Venta, Lote / Terreno,000,319,,47 000 $us Lote,"47.000 $US lote venta, 319 m2, Tiquipaya, Encantopampa. 75967908."
2024-03-24,Cochabamba, Venta, Lote / Terreno,25000,,,Lote En Venta 25,"LOTE en venta, 25.000 $us, Sacaba, Km 7 1/2, Circunvalación, papeles al día, servicios básicos. Cel. 68446900."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,639,,De Ocasion Lote 639,DE OCASION Lote 639 m2 Tiquipaya sobre avenida frente al mercado campesino amurallado 75913011.
2024-03-24,Cochabamba, Venta, Lote / Terreno,70000,600,,Lote De 600 M2,"LOTE de 600 m2, en venta, 8x75 m2, 1 cuadra al sud de la Av. Villazón, a la altura de la Botella Pepsi, 70.000 $us. Cel. 71461552."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,271,,Terreno En Venta Sobre,TERRENO En venta sobre la final Ayacucho sur de 271 mts2. c/papeles al dìa. Llamar al 75488562 sòlo interesados sin intermediarios.
2024-03-24,Cochabamba, Venta, Lote / Terreno,,100,,Vendo Lote De 308,"VENDO Lote de 308 m2., ubicado a 100 metros al este del Hospital Cuschieri (Colcapirhua), documentación al día, 68.000 dólares, Cel. 72219937"
2024-03-24,Cochabamba, Venta, Lote / Terreno,,250,,Inmobiliaria Santiago Apostol Le,"INMOBILIARIA SANTIAGO APOSTOL Le ofrece lotes: Sacaba, z. Huayllani, 250 m2. Vinto, z. San Jorge, 6.683 m2. Quillacollo, z. Pandoja, 341 m2. Zona El Paso, 243 m2. 713 m2. Cel. 67484086"
2024-03-24,Cochabamba, Venta, Lote / Terreno,,000,,Oportunidad Excelente Terreno En,"OPORTUNIDAD excelente terreno, en paso a 3 cuadras hacia el norte de la plaza principal, próximamente, Av. Principal, 3.000 m2, 30 frente y 100 fondo. Ref. whatsapp. 75981592 o 70756106."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,300,,Vendo Lote 300 M2,"VENDO lote, 300 m2, Urb. Fabril - Huayllani. Cel. 76456826."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,553,,Lote Amurallado De 553,"LOTE amurallado, de 553 m2, en 85.000 dólares, conversable, ubicado en urbanización AIG, lado norte de ""Ciudad del Niño"", toda documentación en orden. Ref. 70343521, Cel. y whatsapp."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,262,,Sipe Sipe Bonito Lote,"SIPE SIPE bonito lote en venta, dentro de urbanización 262 m2, todos los servicios. Ref. 71717359."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,423,,Vendo Lote De 423,"VENDO lote de 423 m2, con todos los servicios, en la d'Orbigny. Ref. 79733997, 71795555."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,831,,Venta Lote Chimba Cochabamba,"VENTA lote, Chimba, Cochabamba, 831 m2, 30 m2 de frente instalados, agua, alcantarillado, Dir. C.R. Arce, Rosseti, documentos al día. Cel. 31515788."
2024-03-24,Cochabamba, Venta, Lote / Terreno,80,1615,,Terreno En Venta En,"TERRENO en venta, en Tiquipaya, 1615 m2, a 80 $us/m2, luz, agua potable, charlable. 62724479."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,1900,,Bonito Y Amplio Lote,"BONITO  Y amplio lote en venta. Ciudad de Cochabamba. Zona Villa Montenegro. Carretera a Oruro, doble vía Kilómetro 24. Superficie de 1.900 metros cuadrados. Frente de 25 metros. Salida hacía la carretera antigua. Ambientes: 2 tiendas sobre la carretera asfaltada. 3 baños. Sala de 100 metros..."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,315,,Chiquicollo Avenida Linde Lote,"CHIQUICOLLO Avenida Linde lote 315 m2 todos los servicios 72270213, 4256276."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,200,,Colcapirhua Pasos Avenida Reducto,"COLCAPIRHUA Pasos avenida Reducto, 2 lotes 260 y 200 m2. 72270213, 4256276."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,295,,En Venta Lote 38,"EN VENTA Lote 38.000 dólares, papeles al día 295 m2 fabril Huayllani plena esquina 4223861 WhatsApp 77961114."
2024-03-24,Cochabamba, Venta, Lote / Terreno,130,300,,Vendo Lote De 1,"VENDO Lote de 1.300 m2 en zona “4 esquinas” $130/ m2 enmallado Olímpico (todo el perímetro), papeles en orden. Telf 72222933"
2024-03-24,Cochabamba, Venta, Lote / Terreno,,900,,900 Mts Vendo Lote,"900 MTS vendo lote en Maica. 76450426, 74325086."
2024-03-24,Cochabamba, Venta, Lote / Terreno,0,300,,210 000 Bs Vendo,"210.000 BS.  vendo lote de 300 mts, en Maica. 76450426, 74326086."
2024-03-24,Cochabamba, Venta, Lote / Terreno,12000,350,,Lote 350 M2 Avenida,"LOTE 350 m2, avenida Túnel El Abra, zona Callaj Chullpa, $us 12.000, con minuta, referencias: 72770033, 77421200."
2024-03-24,Cochabamba, Venta, Lote / Terreno,48000,203,,Lote 203 M2 Amurallado,"LOTE 203 m2, amurallado, media cuadra, avenida Panamericana, calle Santa Bárbara, $us 48.000. Ref. 77421200, 72770033."
2024-03-24,Cochabamba, Venta, Lote / Terreno,19500,301,,Real Ocasion Lindo Lote,"REAL OCASION lindo lote, 301 m2, 2 cuadras de la avenida Túnel El Abra, urbanización Esmeralda sud, $us 19.500. Ref. 77421200."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,423,,Lote Tiquipaya Sirpita Zona,"LOTE Tiquipaya, Sirpita, zona segura, servicios en zona, 423 m2. Ref. 71735714."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,325,,Blanco Galindo Vendo 2,"BLANCO GALINDO vendo 2 lotes de 316 y 325 m2, a una cuadra de la Av. Blanco Galindo, Km 4 1/2, en la calle Cesar Adriazola, frente al parque. Ref. 4400146, 71767381."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,270,,Lote Amurallado 270 M2,"LOTE Amurallado 270 m2, listo para construir su casa, zona túnel del Abra, tiene todos los servicios, papeles completos e impuestos al día, Ref. 69465807"
2024-03-24,Cochabamba, Venta, Lote / Terreno,,60,,Remato Lotes Vinto A,"REMATO lotes, Vinto, a 60 m2, de 180 a 200 m2, 2 cuadras de avenida. Cel. 78318089."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,3500,,Vendo Lote 3500 M2,"VENDO Lote 3500 m2, Llawkenquiri camino al paso amurallado con luz y agua. 70744006, 4420900"
2024-03-24,Cochabamba, Venta, Lote / Terreno,43000,703,,Dueño Vende Lote De,"DUEñO Vende lote de 703 m2 divisible Tacopoca, Sacaba $us 43.000 Tel. 71763683."
2024-03-24,Cochabamba, Venta, Lote / Terreno,32000,415,,Dueño Vende Lote De,"DUEñO Vende lote de 415 m2., Huayllani Sud, Sacaba, $us. 32.000. Tel. 71763683."
2024-03-24,Cochabamba, Venta, Lote / Terreno,,300,,Lotes En Venta De,"LOTES En venta de 250, 300 m2., Linde Bajo Sacaba, Tel. 71763683."
2024-03-24,Cochabamba, Venta, Lote / Terreno,500,830,,Universidad Catolica Oferta Inmediaciones,"UNIVERSIDAD CATOLICA  Oferta Inmediaciones, bonitos lotes 830 m2, 420 m2 Precio 500 $us m2. 62624601"
2024-03-24,Cochabamba, Venta, Lote / Terreno,,3660,,Blanco Galindo Km 6,"BLANCO GALINDO KM_ 6 Zona Santa Rosa, En Venta Terreno 3660 m2 con Galpon entre Avenidas Blanco Galindo y Victor Ustariz, informaciones 70313588 abstenerse inmobiliarias"
2024-03-24,Cochabamba, Venta, Local Comercial,205,248,,Vendo $us 205 000,"VENDO $us. 205.000 local comercial 248 m2, baños, oficinas parqueo sobre Av. América oeste. 70370396"
